AREA,AREA_TITLE,AREA_TYPE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY,YEAR,PRIM_STATE,PCT_RPT,MAJOR_SOC,MAJOR_TITLE
99,U.S.,1,0,Cross-industry,cross-industry,1235,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",detailed,29530,2.4,,,,30.46,63360.0,0.9,19.04,22.91,28.53,36.84,43.68,39610.0,47660.0,59330.0,76640.0,90840.0,,,2024,US,,45,"Farming, Fishing, and Forestry Occupations"
99,U.S.,1,0,Cross-industry,cross-industry,1235,25-1125,"History Teachers, Postsecondary",detailed,19860,0.4,,,,,93710.0,0.7,,,,,,47730.0,62370.0,81500.0,106770.0,158140.0,True,,2024,US,,25,Educational Instruction and Library Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,35-2012,"Cooks, Institution and Cafeteria",detailed,448260,0.7,,,,17.94,37310.0,0.4,12.88,14.68,17.53,20.61,23.23,26800.0,30530.0,36450.0,42860.0,48320.0,,,2024,US,,35,Food Preparation and Serving Related Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,27-3041,Editors,detailed,101430,1.4,,,,40.78,84820.0,1.3,18.46,24.46,35.14,49.45,69.83,38400.0,50880.0,73080.0,102850.0,145240.0,,,2022,US,,27,"Arts, Design, Entertainment, Sports, and Media Occupations"
99,U.S.,1,0,Cross-industry,cross-industry,1235,25-4012,Curators,detailed,12890,2.9,,,,28.43,59130.0,0.9,14.78,19.7,26.24,35.27,45.55,30740.0,40980.0,54570.0,73370.0,94750.0,,,2019,,,25,Educational Instruction and Library Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,17-3011,Architectural and Civil Drafters,detailed,105960,2.2,,,,29.64,61660.0,0.7,18.16,22.88,28.76,35.79,41.44,37770.0,47580.0,59820.0,74440.0,86180.0,,,2022,US,,17,Architecture and Engineering Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-8031,Water and Wastewater Treatment Plant and System Operators,detailed,123730,1.0,,,,24.28,50490.0,0.5,13.87,17.66,22.96,29.43,37.31,28850.0,36740.0,47760.0,61220.0,77600.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,39-9032,Recreation Workers,detailed,270380,1.1,,,,16.43,34170.0,0.5,10.86,13.0,15.23,18.03,23.21,22580.0,27040.0,31680.0,37500.0,48270.0,,,2022,US,,39,Personal Care and Service Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,49-9031,Home Appliance Repairers,detailed,31940,4.5,,,,25.76,53580.0,1.5,16.0,19.37,23.76,29.69,37.4,33280.0,40280.0,49410.0,61750.0,77800.0,,,2024,US,,49,"Installation, Maintenance, and Repair Occupations"
99,U.S.,1,0,Cross-industry,cross-industry,1235,17-2171,Petroleum Engineers,detailed,32620,4.2,,,,75.37,156780.0,2.5,38.11,51.45,66.21,92.99,,79270.0,107020.0,137720.0,193430.0,,,,2019,,,17,Architecture and Engineering Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,53-6041,Traffic Technicians,detailed,7310,4.5,,,,26.31,54720.0,1.2,16.52,19.42,24.06,31.17,40.64,34370.0,40390.0,50050.0,64830.0,84520.0,,,2022,US,,53,Transportation and Material Moving Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,25-9099,"Educational Instruction and Library Workers, All Other",detailed,129040,1.8,,,,22.1,45970.0,1.7,9.06,12.26,19.38,28.24,39.11,18840.0,25500.0,40310.0,58740.0,81360.0,,,2019,,,25,Educational Instruction and Library Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,43-9041,Insurance Claims and Policy Processing Clerks,detailed,257000,1.9,,,,20.81,43280.0,0.4,13.64,16.36,19.59,24.3,29.76,28380.0,34030.0,40750.0,50550.0,61910.0,,,2019,,,43,Office and Administrative Support Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,21-1092,Probation Officers and Correctional Treatment Specialists,detailed,88120,0.6,,,,28.8,59910.0,0.9,17.49,20.69,26.1,34.83,45.61,36370.0,43040.0,54290.0,72450.0,94860.0,,,2019,,,21,Community and Social Service Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,53-2031,Flight Attendants,detailed,108480,0.8,,,,,67020.0,0.4,,,,,,37690.0,47760.0,63760.0,82410.0,97170.0,True,,2022,US,,53,Transportation and Material Moving Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,17-2072,"Electronics Engineers, Except Computer",detailed,106640,1.7,,,,56.95,118460.0,0.9,36.0,41.44,52.0,66.28,82.42,74880.0,86190.0,108170.0,137870.0,171430.0,,,2022,US,,17,Architecture and Engineering Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,13-1161,Market Research Analysts and Marketing Specialists,detailed,861140,0.7,,,,41.58,86480.0,0.4,20.23,27.03,37.0,50.42,69.52,42070.0,56220.0,76950.0,104870.0,144610.0,,,2024,US,,13,Business and Financial Operations Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,25-1192,"Family and Consumer Sciences Teachers, Postsecondary",detailed,2150,4.6,,,,,85270.0,3.3,,,,,,36430.0,54540.0,76480.0,101880.0,137050.0,True,,2019,,,25,Educational Instruction and Library Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,25-1122,"Communications Teachers, Postsecondary",detailed,27350,0.4,,,,,84700.0,0.6,,,,,,46930.0,58520.0,76250.0,99850.0,133720.0,True,,2022,US,,25,Educational Instruction and Library Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-3093,Food Cooking Machine Operators and Tenders,detailed,27660,3.8,,,,20.16,41930.0,0.8,14.68,16.98,19.49,22.8,26.04,30540.0,35310.0,40550.0,47420.0,54170.0,,,2024,US,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",detailed,14380,0.4,,,,48.19,100230.0,0.5,22.1,31.31,47.05,62.44,82.7,45970.0,65130.0,97870.0,129880.0,172010.0,,,2019,,,23,Legal Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-8099,"Plant and System Operators, All Other",detailed,15950,4.9,,,,31.0,64490.0,1.6,19.35,23.01,29.67,36.98,44.59,40250.0,47860.0,61710.0,76910.0,92750.0,,,2024,US,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,49-9043,"Maintenance Workers, Machinery",detailed,56540,1.8,,,,29.72,61820.0,0.5,19.27,23.36,29.09,34.74,40.17,40080.0,48600.0,60500.0,72260.0,83560.0,,,2024,US,,49,"Installation, Maintenance, and Repair Occupations"
99,U.S.,1,0,Cross-industry,cross-industry,1235,49-9095,Manufactured Building and Mobile Home Installers,detailed,2810,10.8,,,,16.49,34300.0,1.8,10.87,12.99,16.29,19.23,23.14,22610.0,27020.0,33890.0,40010.0,48120.0,,,2019,,,49,"Installation, Maintenance, and Repair Occupations"
99,U.S.,1,0,Cross-industry,cross-industry,1235,47-5023,"Earth Drillers, Except Oil and Gas",detailed,17410,4.1,,,,30.41,63260.0,0.9,21.37,23.91,28.65,35.35,42.19,44450.0,49720.0,59600.0,73530.0,87760.0,,,2024,US,,47,Construction and Extraction Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,19-1013,Soil and Plant Scientists,detailed,16600,4.9,,,,39.92,83040.0,2.9,21.79,27.86,34.33,47.17,63.19,45320.0,57950.0,71410.0,98110.0,131440.0,,,2024,US,,19,"Life, Physical, and Social Science Occupations"
99,U.S.,1,0,Cross-industry,cross-industry,1235,29-1131,Veterinarians,detailed,80630,1.2,,,,67.44,140270.0,1.5,33.82,47.32,60.34,77.7,102.35,70350.0,98420.0,125510.0,161610.0,212890.0,,,2024,US,,29,Healthcare Practitioners and Technical Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,43-4061,"Eligibility Interviewers, Government Programs",detailed,139780,3.4,,,,22.65,47110.0,0.5,15.47,17.87,22.4,26.91,30.21,32180.0,37160.0,46590.0,55960.0,62840.0,,,2019,,,43,Office and Administrative Support Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,27-4032,Film and Video Editors,detailed,28860,4.9,,,,40.16,83530.0,1.7,18.83,24.15,34.12,48.83,70.15,39170.0,50230.0,70980.0,101570.0,145900.0,,,2024,US,,27,"Arts, Design, Entertainment, Sports, and Media Occupations"
99,U.S.,1,0,Cross-industry,cross-industry,1235,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,detailed,271720,0.9,,,,26.99,56140.0,0.3,17.8,21.96,26.14,30.86,37.66,37030.0,45670.0,54360.0,64180.0,78340.0,,,2022,US,,49,"Installation, Maintenance, and Repair Occupations"
99,U.S.,1,0,Cross-industry,cross-industry,1235,43-1011,First-Line Supervisors of Office and Administrative Support Workers,detailed,1487870,0.3,,,,28.91,60130.0,0.1,16.49,20.85,27.22,34.85,44.02,34290.0,43360.0,56620.0,72480.0,91570.0,,,2019,,,43,Office and Administrative Support Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,27-4021,Photographers,detailed,51230,2.0,,,,26.76,55650.0,2.5,14.23,16.73,20.44,29.99,45.56,29610.0,34790.0,42520.0,62370.0,94760.0,,,2024,US,,27,"Arts, Design, Entertainment, Sports, and Media Occupations"
99,U.S.,1,0,Cross-industry,cross-industry,1235,25-9044,"Teaching Assistants, Postsecondary",detailed,135160,0.4,,,,,41900.0,0.5,,,,,,23190.0,30310.0,38050.0,50380.0,63630.0,True,,2022,US,,25,Educational Instruction and Library Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,29-1122,Occupational Therapists,detailed,133570,1.2,,,,41.45,86210.0,0.4,27.31,33.51,40.84,48.84,58.41,56800.0,69710.0,84950.0,101590.0,121490.0,,,2019,,,29,Healthcare Practitioners and Technical Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,19-3032,Industrial-Organizational Psychologists,detailed,1050,24.7,,,,64.62,134400.0,11.6,24.94,38.84,52.81,95.27,107.97,51880.0,80790.0,109840.0,198170.0,224590.0,,,2024,US,,19,"Life, Physical, and Social Science Occupations"
99,U.S.,1,0,Cross-industry,cross-industry,1235,27-2012,Producers and Directors,detailed,145270,1.6,,,,54.94,114280.0,2.0,20.7,28.75,40.13,63.06,95.45,43060.0,59810.0,83480.0,131160.0,198530.0,,,2024,US,,27,"Arts, Design, Entertainment, Sports, and Media Occupations"
99,U.S.,1,0,Cross-industry,cross-industry,1235,39-5094,Skincare Specialists,detailed,56660,3.5,,,,18.74,38970.0,1.6,9.85,12.13,16.39,22.49,30.07,20500.0,25220.0,34090.0,46770.0,62540.0,,,2019,,,39,Personal Care and Service Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-2028,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",detailed,261140,1.2,,,,22.08,45930.0,0.4,16.4,18.0,21.17,23.96,29.36,34110.0,37450.0,44040.0,49830.0,61080.0,,,2024,US,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,27-3099,"Media and Communication Workers, All Other",detailed,25160,4.2,,,,25.51,53060.0,1.8,10.97,14.8,22.88,32.59,44.55,22820.0,30790.0,47580.0,67790.0,92660.0,,,2019,,,27,"Arts, Design, Entertainment, Sports, and Media Occupations"
99,U.S.,1,0,Cross-industry,cross-industry,1235,33-9032,Security Guards,detailed,1241770,0.5,,,,20.62,42890.0,0.4,14.33,16.88,18.45,22.43,28.64,29800.0,35100.0,38370.0,46660.0,59580.0,,,2024,US,,33,Protective Service Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,25-2052,"Special Education Teachers, Kindergarten and Elementary School",detailed,231570,1.2,,,,,70150.0,0.6,,,,,,47590.0,57050.0,63000.0,79320.0,100620.0,True,,2024,US,,25,Educational Instruction and Library Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,53-5021,"Captains, Mates, and Pilots of Water Vessels",detailed,35390,2.7,,,,46.95,97660.0,1.6,22.24,29.23,41.13,59.87,78.96,46260.0,60800.0,85540.0,124530.0,164230.0,,,2024,US,,53,Transportation and Material Moving Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,11-9131,Postmasters and Mail Superintendents,detailed,13810,0.0,,,,45.08,93760.0,0.0,39.15,41.9,44.58,47.88,52.47,81430.0,87150.0,92730.0,99590.0,109140.0,,,2024,US,,11,Management Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,47-3019,"Helpers, Construction Trades, All Other",detailed,28530,3.5,,,,16.06,33400.0,0.9,10.26,12.56,15.34,18.68,23.11,21350.0,26130.0,31910.0,38850.0,48070.0,,,2019,,,47,Construction and Extraction Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,35-3041,"Food Servers, Nonrestaurant",detailed,271780,1.3,,,,16.84,35030.0,0.5,12.78,14.33,16.57,18.05,21.53,26590.0,29800.0,34460.0,37550.0,44770.0,,,2024,US,,35,Food Preparation and Serving Related Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-3092,Food Batchmakers,detailed,171660,1.6,,,,20.59,42830.0,0.6,14.83,16.99,19.61,23.56,27.79,30850.0,35340.0,40790.0,49010.0,57800.0,,,2024,US,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,25-2057,"Special Education Teachers, Middle School",detailed,95330,2.4,,,,,72310.0,1.0,,,,,,48070.0,58590.0,64880.0,81940.0,102730.0,True,,2024,US,,25,Educational Instruction and Library Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,19410,3.1,,,,22.99,47820.0,0.8,15.66,18.16,22.61,26.5,30.99,32580.0,37780.0,47020.0,55130.0,64450.0,,,2022,US,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,47-2021,Brickmasons and Blockmasons,detailed,55530,1.8,,,,29.99,62380.0,0.9,18.02,22.74,28.37,35.58,44.85,37490.0,47300.0,59000.0,74000.0,93290.0,,,2022,US,,47,Construction and Extraction Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-2028,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",detailed,275510,1.3,,,,20.08,41770.0,0.3,14.26,16.46,18.55,22.61,28.18,29650.0,34230.0,38580.0,47020.0,58620.0,,,2022,US,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,25-3097,"Tutors and Teachers and Instructors, All Other",detailed,320250,1.7,,,,,48700.0,1.3,,,,,,21500.0,27260.0,39350.0,61490.0,87290.0,True,,2019,,,25,Educational Instruction and Library Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,53-7063,Machine Feeders and Offbearers,detailed,51010,1.9,,,,18.8,39100.0,0.6,13.55,15.29,18.29,21.84,24.48,28190.0,31800.0,38040.0,45420.0,50910.0,,,2022,US,,53,Transportation and Material Moving Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,25-1113,"Social Work Teachers, Postsecondary",detailed,13640,3.8,,,,,77910.0,1.9,,,,,,34900.0,53320.0,72070.0,96050.0,128350.0,True,,2019,,,25,Educational Instruction and Library Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,39-3011,Gambling Dealers,detailed,71290,0.8,,,,16.51,34350.0,0.9,9.42,10.6,14.0,18.09,29.35,19590.0,22060.0,29120.0,37630.0,61060.0,,,2022,US,,39,Personal Care and Service Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,43-9031,Desktop Publishers,detailed,6560,12.7,,,,25.67,53390.0,8.6,14.12,16.21,23.04,32.69,41.74,29370.0,33720.0,47910.0,68000.0,86820.0,,,2022,US,,43,Office and Administrative Support Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,13-1121,"Meeting, Convention, and Event Planners",detailed,112070,2.1,,,,28.24,58750.0,1.1,15.41,19.24,25.27,33.76,44.66,32050.0,40030.0,52560.0,70230.0,92880.0,,,2022,US,,13,Business and Financial Operations Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,47-5013,"Service Unit Operators, Oil and Gas",detailed,36320,4.0,,,,27.49,57170.0,1.5,17.08,19.72,24.11,31.09,40.16,35530.0,41010.0,50140.0,64680.0,83530.0,,,2022,US,,47,Construction and Extraction Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,33-3052,Transit and Railroad Police,detailed,3370,3.1,,,,36.72,76380.0,1.4,24.08,27.4,33.25,44.51,54.96,50080.0,56990.0,69150.0,92580.0,114310.0,,,2022,US,,33,Protective Service Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,27-1022,Fashion Designers,detailed,20910,7.0,,,,58.86,122430.0,13.2,17.29,25.83,38.79,51.92,81.55,35970.0,53730.0,80690.0,107990.0,169620.0,,,2024,US,,27,"Arts, Design, Entertainment, Sports, and Media Occupations"
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-4061,"Model Makers, Metal and Plastic",detailed,3230,7.8,,,,31.65,65840.0,1.5,18.47,23.49,30.14,38.21,46.05,38430.0,48860.0,62700.0,79470.0,95780.0,,,2024,US,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,27-2023,"Umpires, Referees, and Other Sports Officials",detailed,12720,4.5,,,,,49030.0,11.1,,,,,,22090.0,28080.0,36010.0,48610.0,69010.0,True,,2022,US,,27,"Arts, Design, Entertainment, Sports, and Media Occupations"
99,U.S.,1,0,Cross-industry,cross-industry,1235,29-9092,Genetic Counselors,detailed,3220,4.8,,,,44.77,93120.0,1.2,30.94,38.44,43.26,50.29,61.72,64360.0,79940.0,89990.0,104610.0,128380.0,,,2022,US,,29,Healthcare Practitioners and Technical Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,25-2023,"Career/Technical Education Teachers, Middle School",detailed,14200,3.6,,,,,68690.0,1.3,,,,,,47090.0,55920.0,63620.0,78270.0,98430.0,True,,2024,US,,25,Educational Instruction and Library Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,35-9099,"Food Preparation and Serving Related Workers, All Other",detailed,81930,4.9,,,,15.38,31990.0,1.2,10.42,13.0,14.83,17.0,20.17,21660.0,27040.0,30840.0,35360.0,41960.0,,,2022,US,,35,Food Preparation and Serving Related Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-9151,Photographic Process Workers and Processing Machine Operators,detailed,5550,6.1,,,,22.14,46050.0,2.3,14.83,16.57,19.28,24.8,33.31,30840.0,34460.0,40100.0,51590.0,69290.0,,,2024,US,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,53-3031,Driver/Sales Workers,detailed,489510,2.0,,,,17.1,35560.0,0.8,9.49,11.84,15.72,21.27,26.54,19730.0,24630.0,32690.0,44250.0,55200.0,,,2022,US,,53,Transportation and Material Moving Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,13-1121,"Meeting, Convention, and Event Planners",detailed,134670,1.6,,,,31.29,65090.0,1.1,17.3,21.93,28.58,37.09,48.71,35990.0,45610.0,59440.0,77150.0,101310.0,,,2024,US,,13,Business and Financial Operations Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,13-2081,"Tax Examiners and Collectors, and Revenue Agents",detailed,50610,0.6,,,,30.97,64410.0,0.3,17.58,21.41,27.86,37.66,51.5,36570.0,44530.0,57950.0,78330.0,107120.0,,,2022,US,,13,Business and Financial Operations Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,25-1072,"Nursing Instructors and Teachers, Postsecondary",detailed,69190,0.8,,,,,84180.0,0.6,,,,,,47760.0,61800.0,78580.0,100630.0,127290.0,True,,2022,US,,25,Educational Instruction and Library Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,47-4021,Elevator and Escalator Installers and Repairers,detailed,23340,6.1,,,,50.42,104860.0,1.7,26.31,36.88,51.24,63.34,71.76,54720.0,76700.0,106580.0,131740.0,149250.0,,,2024,US,,47,Construction and Extraction Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,25-1054,"Physics Teachers, Postsecondary",detailed,13780,2.3,,,,,101110.0,1.3,,,,,,49690.0,64660.0,89590.0,124880.0,168900.0,True,,2019,,,25,Educational Instruction and Library Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-9141,Semiconductor Processing Technicians,detailed,27680,7.4,,,,20.17,41950.0,2.6,12.94,15.09,18.3,23.9,30.86,26910.0,31390.0,38060.0,49710.0,64190.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,29-2053,Psychiatric Technicians,detailed,136300,2.0,,,,21.64,45000.0,0.4,15.86,17.87,20.47,23.51,28.92,32980.0,37170.0,42590.0,48910.0,60150.0,,,2024,US,,29,Healthcare Practitioners and Technical Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,27-1014,Special Effects Artists and Animators,detailed,29340,4.2,,,,40.76,84780.0,2.1,19.35,26.63,36.19,49.68,67.28,40250.0,55390.0,75270.0,103330.0,139940.0,,,2019,,,27,"Arts, Design, Entertainment, Sports, and Media Occupations"
99,U.S.,1,0,Cross-industry,cross-industry,1235,43-4061,"Eligibility Interviewers, Government Programs",detailed,156260,1.1,,,,25.95,53970.0,0.3,18.12,21.08,24.76,29.65,34.75,37690.0,43850.0,51500.0,61680.0,72280.0,,,2024,US,,43,Office and Administrative Support Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",detailed,50730,2.4,,,,15.46,32150.0,0.6,10.17,12.17,14.62,18.16,22.44,21150.0,25310.0,30410.0,37780.0,46670.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,19-1029,"Biological Scientists, All Other",detailed,59710,1.9,,,,48.29,100440.0,0.8,26.2,32.67,44.87,58.34,76.82,54500.0,67950.0,93330.0,121350.0,159780.0,,,2024,US,,19,"Life, Physical, and Social Science Occupations"
99,U.S.,1,0,Cross-industry,cross-industry,1235,11-9141,"Property, Real Estate, and Community Association Managers",detailed,220750,1.3,,,,34.48,71720.0,0.9,14.92,20.02,28.25,40.59,62.1,31030.0,41630.0,58760.0,84430.0,129160.0,,,2019,,,11,Management Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,41-2021,Counter and Rental Clerks,detailed,411560,1.2,,,,15.67,32600.0,0.4,9.43,11.36,13.86,18.23,24.45,19620.0,23630.0,28820.0,37910.0,50860.0,,,2019,,,41,Sales and Related Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,13-2082,Tax Preparers,detailed,82370,3.3,,,,26.85,55840.0,1.4,13.31,16.52,23.2,35.82,46.45,27680.0,34350.0,48250.0,74500.0,96610.0,,,2022,US,,13,Business and Financial Operations Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,47-2031,Carpenters,detailed,734170,0.8,,,,25.41,52850.0,0.4,14.51,17.86,23.24,30.31,40.72,30170.0,37140.0,48330.0,63050.0,84690.0,,,2019,,,47,Construction and Extraction Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,25-1082,"Library Science Teachers, Postsecondary",detailed,4390,3.2,,,,,77170.0,1.2,,,,,,46230.0,56750.0,71410.0,91160.0,118330.0,True,,2019,,,25,Educational Instruction and Library Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,43-3071,Tellers,detailed,442120,0.9,,,,15.22,31660.0,0.2,11.21,12.94,15.02,17.5,19.34,23330.0,26920.0,31230.0,36390.0,40230.0,,,2019,,,43,Office and Administrative Support Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,37-3019,"Grounds Maintenance Workers, All Other",detailed,14310,4.4,,,,18.21,37870.0,2.0,10.88,13.09,15.43,22.32,31.46,22630.0,27220.0,32090.0,46430.0,65440.0,,,2019,,,37,Building and Grounds Cleaning and Maintenance Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,39-9098,"Crematory Operators and Personal Care and Service Workers, All Other",detailed,61510,3.5,,,,14.03,29190.0,1.3,9.22,10.98,13.04,16.13,18.9,19180.0,22840.0,27130.0,33540.0,39310.0,,,2019,,,39,Personal Care and Service Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,41-2022,Parts Salespersons,detailed,259280,2.0,,,,18.87,39250.0,0.4,11.31,13.96,17.21,22.24,28.4,23510.0,29030.0,35800.0,46270.0,59070.0,,,2022,US,,41,Sales and Related Occupations
