OCC_CODE,A_PCT10_2019,A_PCT10_2022,A_PCT10_2024,A_PCT25_2019,A_PCT25_2022,A_PCT25_2024,A_PCT75_2019,A_PCT75_2022,A_PCT75_2024,A_PCT90_2019,A_PCT90_2022,A_PCT90_2024,TOT_EMP_2019,TOT_EMP_2022,TOT_EMP_2024,real_median_wage_2019,real_median_wage_2022,real_median_wage_2024,OCC_TITLE,emp_change_pct_19_24,emp_change_pct_19_22,emp_change_pct_22_24,wage_change_pct_19_24,wage_change_pct_19_22,wage_change_pct_22_24
21-2011,26810.0,31170.0,37140.0,36810.0,41040.0,47220.0,65320.0,68180.0,76340.0,86970.0,93530.0,99720.0,53180.0,53140.0,58080.0,58615.2,60049.55,60820.0,Clergy,9.213990221887927,-0.0752162467092892,9.296198720361309,3.7614816634593,2.4470615130546194,1.283023769536998
21-2021,23540.0,30150.0,33990.0,30580.0,38060.0,42210.0,62240.0,72290.0,74990.0,90870.0,101650.0,106530.0,21820.0,24030.0,21460.0,51009.18,53379.78,54840.0,"Directors, Religious Activities and Education",-1.6498625114573784,10.128322639780018,-10.694964627548895,7.510059953914178,4.647398762340424,2.7355301951413087
21-2099,20740.0,26880.0,29120.0,24780.0,30790.0,34700.0,46640.0,54200.0,60310.0,65630.0,72600.0,75920.0,9450.0,10720.0,12170.0,36785.69,42558.97,45120.0,"Religious Workers, All Other",28.78306878306878,13.43915343915344,13.526119402985074,22.656391656646917,15.69436375938578,6.017603339554502
23-1011,59670.0,66470.0,72780.0,80950.0,94440.0,99760.0,186350.0,208980.0,215420.0,,,,657170.0,707160.0,747750.0,143002.48,146734.94,151160.0,Lawyers,13.78334373145457,7.606859716663878,5.739860851858137,5.704460510055482,2.6100666226208045,3.015682563403098
23-1012,33910.0,38850.0,42000.0,41640.0,44800.0,49840.0,72160.0,76600.0,78060.0,96990.0,106670.0,113150.0,16630.0,15540.0,13220.0,62813.630000000005,62146.69,60400.0,Judicial Law Clerks,-20.505111244738423,-6.554419723391461,-14.929214929214927,-3.84252589764356,-1.061775923473949,-2.810592165085534
23-1021,45970.0,46070.0,56970.0,65130.0,65250.0,76920.0,129880.0,122970.0,161290.0,172010.0,151470.0,203990.0,14380.0,12490.0,16230.0,113822.81,102684.19,115230.0,"Administrative Law Judges, Adjudicators, and Hearing Officers",12.86509040333797,-13.143254520166897,29.943955164131303,1.2362987699917112,-9.785929551379022,12.21785943873151
23-1022,37420.0,33980.0,46200.0,46460.0,48130.0,60030.0,94230.0,98680.0,101010.0,123730.0,194630.0,133480.0,6090.0,7780.0,7860.0,74350.59,69216.43,67710.0,"Arbitrators, Mediators, and Conciliators",29.064039408866996,27.7504105090312,1.0282776349614395,-8.931455688515715,-6.905338612645849,-2.176405226331368
23-1023,39110.0,46470.0,46520.0,77910.0,86210.0,86060.0,165320.0,183820.0,189890.0,204200.0,227850.0,216540.0,28670.0,28230.0,25580.0,159226.33000000002,163263.43,156210.0,"Judges, Magistrate Judges, and Magistrates",-10.777816532961284,-1.5347052668294383,-9.3871767623096,-1.8943663400393744,2.535447497910664,-4.32027552036607
23-2011,32160.0,37690.0,39710.0,39500.0,46850.0,48190.0,65610.0,75560.0,78280.0,82500.0,94960.0,98990.0,329870.0,345240.0,367220.0,60173.62,63995.2,61010.0,Paralegals and Legal Assistants,11.32264225300876,4.659411283232789,6.366585563665855,1.3899446302216776,6.350922547122799,-4.664724854364073
23-2093,29060.0,34060.0,36710.0,36700.0,40040.0,45020.0,62090.0,65690.0,70290.0,79920.0,83990.0,87240.0,52890.0,53680.0,48170.0,56033.34,54579.69,54980.0,"Title Examiners, Abstractors, and Searchers",-8.924182265078464,1.4936660994516922,-10.264530551415795,-1.8798451065026711,-2.5942590607663374,0.733441322220784
23-2099,32070.0,38950.0,41510.0,43950.0,47000.0,50960.0,93050.0,97660.0,103460.0,134710.0,148910.0,176950.0,45080.0,46480.0,47380.0,67919.2,67389.54,68760.0,"Legal Support Workers, All Other",5.1020408163265305,3.1055900621118013,1.93631669535284,1.2379415540819134,-0.7798383962119747,2.033639048433936
25-1011,39470.0,48100.0,46460.0,57680.0,62340.0,63040.0,133160.0,133750.0,140360.0,196980.0,206630.0,210530.0,83920.0,78410.0,81780.0,101413.6,95981.99,97270.0,"Business Teachers, Postsecondary",-2.550047664442326,-6.565776930409914,4.29792118352251,-4.085842529995983,-5.355899011572427,1.341928834774117
25-1021,42750.0,48620.0,48910.0,59550.0,63170.0,65200.0,123720.0,125790.0,132200.0,169980.0,165880.0,172380.0,31800.0,33870.0,36240.0,99064.34,91625.56,96690.0,"Computer Science Teachers, Postsecondary",13.962264150943396,6.509433962264151,6.997342781222321,-2.396765576795844,-7.50903907500923,5.527322288671417
25-1022,38790.0,47740.0,48150.0,53170.0,59900.0,60880.0,106460.0,103960.0,106270.0,154320.0,159730.0,161020.0,51150.0,46560.0,48820.0,85701.47,83691.02,79350.0,"Mathematical Science Teachers, Postsecondary",-4.55522971652004,-8.973607038123168,4.853951890034365,-7.411156424738106,-2.3458757475221805,-5.18696032142995
25-1031,43000.0,48900.0,59590.0,63450.0,66270.0,78090.0,124060.0,128980.0,129310.0,175390.0,171740.0,166720.0,6780.0,6420.0,9120.0,102227.7,100770.82,101480.0,"Architecture Teachers, Postsecondary",34.51327433628318,-5.3097345132743365,42.05607476635514,-0.7314064583278281,-1.425132327148126,0.7037553132940741
25-1032,53030.0,56860.0,59790.0,74510.0,78570.0,80060.0,136400.0,136530.0,136400.0,185720.0,178740.0,200650.0,36080.0,36010.0,39910.0,117474.63,111937.55,106120.0,"Engineering Teachers, Postsecondary",10.61529933481153,-0.1940133037694013,10.830324909747292,-9.665601841010272,-4.713426209556908,-5.197138940418119
25-1041,40750.0,48130.0,49080.0,57770.0,65020.0,63980.0,113790.0,118620.0,123290.0,149700.0,150550.0,160870.0,9470.0,8240.0,8700.0,96831.38,92814.66,86350.0,"Agricultural Sciences Teachers, Postsecondary",-8.130939809926083,-12.988384371700109,5.582524271844661,-10.824362928629132,-4.148159408654509,-6.96512813816266
25-1042,44750.0,49800.0,50760.0,59710.0,62220.0,64010.0,122410.0,121530.0,125310.0,173930.0,166750.0,169560.0,53090.0,49920.0,53250.0,96877.9,88263.65,83460.0,"Biological Science Teachers, Postsecondary",0.3013750235449237,-5.970992653983801,6.670673076923077,-13.850320867814029,-8.891862850041148,-5.442387664684153
25-1043,49210.0,51840.0,58670.0,63810.0,76550.0,81380.0,112470.0,115980.0,125080.0,138950.0,138310.0,154630.0,1770.0,1270.0,1310.0,99378.35,104316.5,100830.0,"Forestry and Conservation Science Teachers, Postsecondary",-25.98870056497175,-28.24858757062147,3.149606299212598,1.4607306319736584,4.969040037392444,-3.3422325327249287
25-1051,47660.0,50590.0,53310.0,65900.0,64200.0,66620.0,127210.0,131650.0,135500.0,173140.0,178740.0,199260.0,11020.0,11150.0,11480.0,107042.52,105689.37,101390.0,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",4.174228675136116,1.17967332123412,2.9596412556053813,-5.280630538219769,-1.2641238266812187,-4.06793038883664
25-1052,45940.0,50130.0,52870.0,59100.0,62770.0,64980.0,112340.0,108000.0,125920.0,159160.0,163180.0,171600.0,21380.0,20650.0,20390.0,92516.65,87258.31999999999,86220.0,"Chemistry Teachers, Postsecondary",-4.630495790458372,-3.4144059869036485,-1.2590799031476998,-6.805964115648382,-5.683658022637023,-1.1899381056155935
25-1053,44760.0,47330.0,50670.0,59920.0,61680.0,64360.0,115350.0,106720.0,124680.0,158030.0,141190.0,164290.0,6060.0,6240.0,7130.0,95866.09,89766.23999999999,87710.0,"Environmental Science Teachers, Postsecondary",17.656765676567655,2.9702970297029703,14.262820512820513,-8.507794570530619,-6.362885979807882,-2.2906607205559584
25-1054,49690.0,50820.0,54880.0,64660.0,63450.0,66730.0,124880.0,125950.0,130150.0,168900.0,166570.0,169740.0,13780.0,12860.0,13590.0,104193.17,93560.55,97360.0,"Physics Teachers, Postsecondary",-1.3788098693759072,-6.676342525399129,5.67651632970451,-6.558174590522582,-10.20471879298806,4.060953040571049
25-1061,46700.0,50920.0,51380.0,63600.0,64400.0,67410.0,117210.0,119590.0,122870.0,157840.0,167180.0,169090.0,5850.0,4930.0,5260.0,100273.86,91885.0,95770.0,"Anthropology and Archeology Teachers, Postsecondary",-10.085470085470083,-15.726495726495726,6.693711967545639,-4.4915594153850265,-8.365949012035639,4.228111225989008
25-1062,38610.0,48280.0,51130.0,54920.0,62360.0,64320.0,105140.0,104720.0,107810.0,157030.0,162440.0,164650.0,10600.0,9340.0,11430.0,89632.41,87463.70999999999,84290.0,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",7.830188679245283,-11.88679245283019,22.376873661670235,-5.960355188485955,-2.4195489109352426,-3.628602079651083
25-1063,51090.0,51480.0,57550.0,73330.0,76580.0,80850.0,146270.0,144980.0,166600.0,206150.0,213680.0,217160.0,13270.0,11640.0,12420.0,121382.31,112348.33,119980.0,"Economics Teachers, Postsecondary",-6.40542577241899,-12.283345892991711,6.701030927835052,-1.155283665305099,-7.442583684558316,6.792864655843125
25-1064,43740.0,49920.0,49990.0,62170.0,63600.0,66400.0,105300.0,102950.0,120220.0,137690.0,133030.0,164350.0,3970.0,3340.0,3290.0,93644.76,88555.51999999999,86730.0,"Geography Teachers, Postsecondary",-17.12846347607053,-15.869017632241814,-1.497005988023952,-7.38403302010706,-5.434623357462841,-2.0614412291859274
25-1065,44340.0,49300.0,50490.0,61590.0,62820.0,65330.0,122800.0,122090.0,127480.0,184340.0,164370.0,173380.0,15750.0,15190.0,17170.0,99936.59,90555.37,94680.0,"Political Science Teachers, Postsecondary",9.015873015873016,-3.555555555555556,13.0348913759052,-5.259925318644549,-9.38717240602266,4.554815468149492
25-1066,41010.0,47270.0,47870.0,56180.0,61010.0,62290.0,105830.0,102710.0,106640.0,151030.0,136680.0,158900.0,37480.0,40050.0,41610.0,89109.06,85193.61,80330.0,"Psychology Teachers, Postsecondary",11.019210245464247,6.856990394877268,3.895131086142322,-9.852039736475728,-4.393997647377266,-5.7088906081101625
25-1067,39920.0,47990.0,49330.0,54980.0,61320.0,64130.0,103300.0,103340.0,113000.0,147930.0,155040.0,167240.0,13850.0,12030.0,12380.0,87562.27,85366.56999999999,82540.0,"Sociology Teachers, Postsecondary",-10.613718411552346,-13.140794223826717,2.9093931837073983,-5.735655322777726,-2.507586886452363,-3.311097072308273
25-1069,30880.0,42080.0,45280.0,49260.0,56760.0,59550.0,107530.0,105190.0,105390.0,164920.0,166340.0,176350.0,16830.0,16200.0,17540.0,83189.39,81496.59,75040.0,"Social Sciences Teachers, Postsecondary, All Other",4.21865715983363,-3.7433155080213902,8.271604938271606,-9.796189153448534,-2.03487488007786,-7.922527801469971
25-1071,44350.0,48670.0,51760.0,62350.0,64730.0,74400.0,159950.0,167120.0,176090.0,,,,201920.0,207700.0,229720.0,113183.16,108424.3,105620.0,"Health Specialties Teachers, Postsecondary",13.76782884310618,2.862519809825673,10.601829561868078,-6.682230819496472,-4.204565414148183,-2.5864128244314264
25-1072,41130.0,47760.0,47950.0,56260.0,61800.0,62210.0,99640.0,100630.0,102020.0,133460.0,127290.0,130040.0,59680.0,69190.0,74250.0,86759.8,84944.98,79940.0,"Nursing Instructors and Teachers, Postsecondary",24.41353887399464,15.934986595174264,7.313195548489666,-7.860552928891034,-2.091775223087198,-5.892025638242538
25-1081,31730.0,38190.0,38650.0,47980.0,50990.0,50630.0,91270.0,97340.0,96260.0,128140.0,129570.0,126450.0,61300.0,58280.0,59090.0,76188.13,72351.33,72090.0,"Education Teachers, Postsecondary",-3.605220228384992,-4.926590538336052,1.3898421413864104,-5.378961263388411,-5.035955075941623,-0.3611958480929124
25-1082,46230.0,50370.0,53590.0,56750.0,61920.0,62130.0,91160.0,96130.0,97020.0,118330.0,121230.0,126200.0,4390.0,4330.0,4100.0,83049.83,82555.97,78630.0,"Library Science Teachers, Postsecondary",-6.605922551252847,-1.366742596810934,-5.311778290993072,-5.321901321170677,-0.5946550402330752,-4.755525251535414
25-1111,35650.0,40720.0,45640.0,48350.0,51670.0,56100.0,88510.0,97710.0,99730.0,125680.0,129640.0,143130.0,14070.0,13900.0,13560.0,73106.18000000001,70254.19,71470.0,"Criminal Justice and Law Enforcement Teachers, Postsecondary",-3.624733475479744,-1.2082444918265811,-2.446043165467626,-2.238087122046327,-3.901161297170779,1.7305871720960666
25-1112,37600.0,43400.0,58330.0,59160.0,62940.0,84540.0,179230.0,176900.0,173580.0,,,,16180.0,14830.0,22800.0,132035.39,117677.66,126650.0,"Law Teachers, Postsecondary",40.91470951792336,-8.34363411619283,53.74241402562373,-4.078747372200751,-10.874152755560475,7.624505789799025
25-1113,34900.0,40130.0,45370.0,53320.0,51400.0,57080.0,96050.0,85040.0,98570.0,128350.0,109610.0,129280.0,13640.0,12050.0,13350.0,83817.41,71897.31,76210.0,"Social Work Teachers, Postsecondary",-2.126099706744868,-11.656891495601172,10.78838174273859,-9.076169258868775,-14.2215083954515,5.998402443707564
25-1121,35180.0,40960.0,47040.0,50030.0,58570.0,60730.0,100620.0,103690.0,121600.0,149560.0,167610.0,194530.0,94060.0,97830.0,97890.0,80863.39,83539.68,80190.0,"Art, Drama, and Music Teachers, Postsecondary",4.071869019774612,4.008079948968744,0.0613308800981294,-0.8327501481201807,3.309643585310972,-4.009687372515663
25-1122,38160.0,46930.0,47100.0,51470.0,58520.0,60060.0,97920.0,99850.0,103230.0,137830.0,133720.0,160210.0,29120.0,27350.0,29260.0,82142.69,82426.25,77800.0,"Communications Teachers, Postsecondary",0.4807692307692308,-6.078296703296704,6.983546617915905,-5.286763800893302,0.34520418067633,-5.612593075628213
25-1123,37960.0,45980.0,47540.0,50150.0,53460.0,59780.0,99180.0,100200.0,103730.0,140890.0,133220.0,154800.0,67930.0,57680.0,59590.0,79653.87,80296.68,78270.0,"English Language and Literature Teachers, Postsecondary",-12.277344325040485,-15.089062269983808,3.311373092926491,-1.737354380898248,0.8070041041320374,-2.5239897838864485
25-1124,40530.0,46420.0,47090.0,53040.0,59250.0,59790.0,99090.0,99570.0,101680.0,135430.0,130250.0,134960.0,24860.0,19520.0,21170.0,81398.37,82188.43,77010.0,"Foreign Language and Literature Teachers, Postsecondary",-14.843121480289623,-21.48028962188254,8.452868852459016,-5.391225893098346,0.9706091166199,-6.300680034890547
25-1125,39580.0,46540.0,47730.0,55520.0,61140.0,62370.0,101530.0,102870.0,106770.0,139140.0,134420.0,158140.0,21030.0,18250.0,19860.0,87422.71,85831.4,81500.0,"History Teachers, Postsecondary",-5.563480741797433,-13.219210651450307,8.821917808219178,-6.774795702398159,-1.8202478509302813,-5.046404928732369
25-1126,41540.0,46940.0,47550.0,55570.0,61200.0,60980.0,103960.0,100150.0,101680.0,151180.0,132600.0,134910.0,23490.0,21620.0,20840.0,87504.12,85161.18,78050.0,"Philosophy and Religion Teachers, Postsecondary",-11.281396338867603,-7.960834397616007,-3.6077705827937097,-10.80419984796144,-2.677519641360889,-8.350260059806585
25-1192,36430.0,47770.0,47580.0,54540.0,58220.0,56870.0,101880.0,107060.0,99530.0,137050.0,149650.0,133180.0,2150.0,2420.0,2630.0,88946.24,82631.64,77280.0,"Family and Consumer Sciences Teachers, Postsecondary",22.32558139534884,12.558139534883722,8.677685950413224,-13.1160575196883,-7.0993445029267175,-6.476502221183071
25-1193,33740.0,39920.0,44150.0,47790.0,52980.0,57290.0,92350.0,99860.0,101420.0,127910.0,133490.0,158240.0,15880.0,13400.0,12680.0,74873.94,78534.65,75890.0,"Recreation and Fitness Studies Teachers, Postsecondary",-20.151133501259448,-15.617128463476073,-5.3731343283582085,1.3570275585871368,4.889164374146722,-3.3674944753685083
25-1194,32840.0,37680.0,38680.0,41970.0,46890.0,48030.0,72460.0,77840.0,80070.0,99230.0,102330.0,106580.0,112210.0,103100.0,111150.0,63523.060000000005,64687.04,61490.0,"Career/Technical Education Teachers, Postsecondary",-0.9446573389181,-8.118705997682916,7.807953443258972,-3.200507028471243,1.8323739442023037,-4.942319203352017
25-1199,31570.0,44870.0,39720.0,50610.0,57600.0,55500.0,104240.0,109000.0,122510.0,144210.0,168320.0,172850.0,201320.0,214520.0,151530.0,80212.11,83150.52,78490.0,"Postsecondary Teachers, All Other",-24.73177031591496,6.5567256109676135,-29.363229535707625,-2.146945143320629,3.663299718708314,-5.604919848967876
25-2011,21140.0,23920.0,28300.0,24830.0,28870.0,31250.0,39720.0,44090.0,46550.0,55050.0,58580.0,60070.0,431350.0,415360.0,445080.0,35494.76,38191.73,37120.0,"Preschool Teachers, Except Special Education",3.1830300220238783,-3.7069665005216175,7.155238828967643,4.578816704212109,7.598220131647583,-2.80618343290549
25-2012,37420.0,40620.0,45750.0,45720.0,48550.0,50290.0,71470.0,77200.0,77720.0,90180.0,100020.0,99360.0,124290.0,119250.0,114410.0,66116.55,65389.69,61430.0,"Kindergarten Teachers, Except Special Education",-7.949151178694988,-4.055032585083273,-4.058700209643606,-7.08831601164913,-1.099361657557764,-6.055526490491078
25-2021,39020.0,45470.0,46440.0,47300.0,49120.0,50680.0,77440.0,78860.0,79410.0,97900.0,101310.0,102010.0,1430480.0,1394200.0,1393310.0,69396.21,66686.89,62340.0,"Elementary School Teachers, Except Special Education",-2.598428499524635,-2.5362116212739783,-0.06383589155071,-10.168004852138186,-3.904132516746962,-6.51835765620499
25-2022,39990.0,45910.0,47050.0,47850.0,49320.0,53540.0,76430.0,78970.0,79380.0,96280.0,100570.0,100980.0,622330.0,611120.0,620370.0,69384.58,66816.61,62970.0,"Middle School Teachers, Except Special and Career/Technical Education",-0.3149454469493677,-1.801295132807353,1.5136143474276738,-9.24496480341886,-3.701067297661816,-5.756966718305525
25-2023,40770.0,46790.0,47090.0,50500.0,51630.0,55920.0,77460.0,77810.0,78270.0,97050.0,99250.0,98430.0,11860.0,11110.0,14200.0,70710.40000000001,67703.03,63620.0,"Career/Technical Education Teachers, Middle School",19.73018549747049,-6.323777403035413,27.81278127812781,-10.02737928225552,-4.253080169253758,-6.030793599636529
25-2031,40540.0,46480.0,47330.0,49060.0,50090.0,57800.0,79820.0,79520.0,83010.0,99660.0,101710.0,104670.0,1035850.0,1042090.0,1072540.0,71710.58,67411.16,64580.0,"Secondary School Teachers, Except Special and Career/Technical Education",3.542018632041319,0.602403822947338,2.922012494122389,-9.94355365693598,-5.995516979502883,-4.199838721066369
25-2032,42620.0,47250.0,48840.0,51240.0,51340.0,58840.0,76730.0,78320.0,78650.0,94050.0,98090.0,98720.0,74520.0,88280.0,104450.0,71768.73,67562.5,63910.0,"Career/Technical Education Teachers, Secondary School",40.16371443907676,18.46484165324745,18.316719528772087,-10.950075332251242,-5.860811526134009,-5.406105457909343
25-2051,35110.0,38020.0,38740.0,45990.0,48760.0,49370.0,79910.0,81270.0,81330.0,115260.0,113700.0,132530.0,22340.0,22970.0,28200.0,69780.0,67281.44,62190.0,"Special Education Teachers, Preschool",26.230975828111013,2.820053715308863,22.768828907270358,-10.877042132416165,-3.5806248208655744,-7.567376679214954
25-2052,40560.0,45730.0,47590.0,48800.0,50450.0,57050.0,77420.0,79580.0,79320.0,97210.0,101100.0,100620.0,193830.0,195010.0,231570.0,70314.98,67443.59,63000.0,"Special Education Teachers, Kindergarten and Elementary School",19.470670174895528,0.6087808904710312,18.747756525306396,-10.403160180092486,-4.083610633182289,-6.588602415737355
25-2057,41370.0,46220.0,48070.0,50010.0,50920.0,58590.0,79030.0,80010.0,81940.0,98610.0,100560.0,102730.0,85840.0,82970.0,95330.0,71454.72,68092.19,64880.0,"Special Education Teachers, Middle School",11.055452003727863,-3.3434296365330853,14.896950705074124,-9.2012396102035,-4.70581929367297,-4.717413259876063
25-2058,41170.0,46880.0,47930.0,49820.0,51870.0,58180.0,79150.0,80820.0,87140.0,98890.0,102850.0,106050.0,143170.0,152490.0,162780.0,71768.73,68708.36,69590.0,"Special Education Teachers, Secondary School",13.697003562198784,6.509743661381575,6.747983474326186,-3.035765019110685,-4.264210889617241,1.2831626311558002
25-2059,34180.0,38680.0,43220.0,45730.0,50730.0,53470.0,81510.0,89770.0,87890.0,100890.0,121850.0,109360.0,35600.0,42780.0,39350.0,71163.97,69129.95,67430.0,"Special Education Teachers, All Other",10.53370786516854,20.168539325842698,-8.01776531089294,-5.246995073490139,-2.858216032635622,-2.459064414193844
25-3011,32580.0,36970.0,39750.0,42640.0,46320.0,47950.0,71700.0,76770.0,76580.0,93760.0,97010.0,95750.0,51950.0,36490.0,36260.0,63209.05,63335.79,59950.0,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",-30.20211742059673,-29.75938402309913,-0.6303096738832557,-5.15598636587641,0.2005092625185759,-5.345776850655847
25-3021,21400.0,26290.0,28980.0,27540.0,31230.0,35410.0,57160.0,60640.0,62180.0,80330.0,81340.0,90780.0,252780.0,248150.0,308520.0,45577.97,47682.91,45590.0,Self-Enrichment Teachers,22.050795157844767,-1.8316322493868185,24.328027402780577,0.0263943304188379,4.61832767014414,-4.3892245670408885
25-3031,18880.0,22850.0,26240.0,22860.0,28460.0,31310.0,37340.0,46680.0,51930.0,49200.0,61190.0,63460.0,587120.0,397200.0,481300.0,33482.770000000004,38105.25,38470.0,"Substitute Teachers, Short-Term",-18.023572693827496,-32.34773129854204,21.17321248741188,14.894914608319429,13.805548346209097,0.957217181359524
25-4011,31870.0,35310.0,39330.0,39530.0,45390.0,47890.0,72560.0,78400.0,79850.0,91350.0,101870.0,104780.0,6560.0,7230.0,7050.0,62743.85,63389.84,61570.0,Archivists,7.4695121951219505,10.21341463414634,-2.489626556016597,-1.870860650087616,1.0295670412319264,-2.870870158372377
25-4012,30740.0,36320.0,37110.0,40980.0,46170.0,47270.0,73370.0,79200.0,81350.0,94750.0,102980.0,105520.0,12890.0,11620.0,12280.0,63464.91,65270.78,61770.0,Curators,-4.732350659425912,-9.852598913886734,5.679862306368331,-2.670625389683848,2.8454621616890265,-5.363471985473437
25-4013,26110.0,29640.0,30720.0,33530.0,36320.0,37460.0,58470.0,62520.0,62990.0,76330.0,81650.0,82790.0,13190.0,12240.0,13070.0,51672.09,51098.87,47460.0,Museum Technicians and Conservators,-0.9097801364670204,-7.202426080363912,6.781045751633987,-8.151576605475032,-1.1093416194313186,-7.121233796363787
25-4022,33820.0,36260.0,38920.0,46030.0,48300.0,50920.0,75700.0,78090.0,80640.0,94520.0,98650.0,100880.0,135690.0,131680.0,131830.0,69198.5,66654.45999999999,64320.0,Librarians and Media Collections Specialists,-2.8447195813987767,-2.955265679121527,0.1139125151883353,-7.050008309428672,-3.6764380730796304,-3.502331276856781
25-4031,22010.0,25730.0,27890.0,26470.0,30400.0,33510.0,45560.0,47940.0,49740.0,56170.0,59570.0,60960.0,88720.0,73330.0,73770.0,40588.7,40645.6,39970.0,Library Technicians,-16.850766456266907,-17.346708746618575,0.6000272739669985,-1.524315881021083,0.140186800759803,-1.662172535280568
25-9021,27370.0,31080.0,36780.0,36640.0,39070.0,46010.0,65050.0,71050.0,69110.0,82210.0,87540.0,85230.0,8720.0,8220.0,10260.0,57812.73,57779.45,58120.0,Farm and Home Management Educators,17.660550458715598,-5.73394495412844,24.817518248175183,0.5314919395780078,-0.0575651763893628,0.5893964030464169
25-9031,38260.0,42000.0,46560.0,50930.0,52140.0,59120.0,85090.0,84900.0,94780.0,103790.0,105210.0,115410.0,176690.0,198660.0,210850.0,77095.27,71875.69,74720.0,Instructional Coordinators,19.3332956024676,12.434206802875092,6.136111950065438,-3.0809542530949097,-6.770298618838745,3.957262879841567
25-9044,18950.0,23190.0,28020.0,24570.0,30310.0,32640.0,47370.0,50380.0,60410.0,59480.0,63630.0,73560.0,137500.0,135160.0,155010.0,37309.04,41132.05,44930.0,"Teaching Assistants, Postsecondary",12.734545454545454,-1.7018181818181817,14.686297721219296,20.42657758012535,10.24687314388147,9.233553883164111
25-9045,18940.0,22720.0,23710.0,22920.0,27670.0,29120.0,35300.0,37780.0,40400.0,43040.0,46840.0,48140.0,1346910.0,1254240.0,1375300.0,32470.96,33424.52,35240.0,"Teaching Assistants, Except Postsecondary",2.107787454247129,-6.880192440474866,9.652060211761704,8.52774294323297,2.936654783227837,5.431581366015139
25-9099,18840.0,26520.0,24160.0,25500.0,32330.0,33280.0,58740.0,62690.0,68800.0,81360.0,82110.0,95310.0,129040.0,129170.0,114640.0,46880.53,51509.65,48400.0,"Educational Instruction and Library Workers, All Other",-11.15933044017359,0.1007439553626782,-11.248741967949217,3.2411536303023905,9.874291096964994,-6.037024130429932
27-1011,53240.0,57820.0,61060.0,69110.0,77220.0,80130.0,130330.0,153760.0,160460.0,188750.0,207060.0,211410.0,42890.0,54470.0,50370.0,109577.86,113699.58,111040.0,Art Directors,17.43996269526696,26.99930053625554,-7.527079126124472,1.3343388892610235,3.761453271673677,-2.339129133106738
27-1012,20710.0,23220.0,22620.0,26030.0,30620.0,31350.0,46250.0,54170.0,52070.0,62960.0,88380.0,65850.0,4640.0,4760.0,4370.0,40367.73,41240.15,38480.0,Craft Artists,-5.818965517241379,2.586206896551724,-8.193277310924369,-4.676334289790392,2.161181716187653,-6.692870903718831
27-1013,20070.0,28440.0,26420.0,32400.0,38760.0,39740.0,74110.0,83440.0,89630.0,112970.0,124670.0,140660.0,12350.0,12080.0,10000.0,58789.65,62222.36,60560.0,"Fine Artists, Including Painters, Sculptors, and Illustrators",-19.02834008097166,-2.186234817813765,-17.218543046357617,3.011329375153617,5.838969954745434,-2.6716440842166715
27-1014,40250.0,52660.0,57220.0,55390.0,67900.0,73030.0,103330.0,131280.0,135600.0,139940.0,174140.0,174630.0,29340.0,35990.0,21280.0,87539.01000000001,106964.95,99800.0,Special Effects Artists and Animators,-27.471029311520105,22.66530334014997,-40.87246457349264,14.006315584332048,22.19118082326952,-6.698409151782895
27-1019,27950.0,27310.0,33720.0,38440.0,37030.0,44760.0,93010.0,105900.0,112420.0,109900.0,121660.0,133180.0,7550.0,7510.0,7370.0,75001.87,75410.56,72760.0,"Artists and Related Workers, All Other",-2.384105960264901,-0.5298013245033113,-1.8641810918774968,-2.9890854721355558,0.5449064136667557,-3.514839301020968
27-1021,39860.0,43680.0,49390.0,53270.0,58170.0,62040.0,90980.0,100140.0,103170.0,114950.0,125780.0,134840.0,32770.0,30450.0,30250.0,80119.07,82058.70999999999,79450.0,Commercial and Industrial Designers,-7.689960329569728,-7.079646017699115,-0.6568144499178982,-0.8350945661251521,2.42094672342051,-3.179077516573185
27-1022,37260.0,34660.0,35970.0,52410.0,52840.0,53730.0,100830.0,104800.0,107990.0,149010.0,139920.0,169620.0,22030.0,20560.0,20910.0,85817.77,82912.7,80690.0,Fashion Designers,-5.083976395823877,-6.672719019518839,1.7023346303501945,-5.975184393628504,-3.3851613715900646,-2.680771462031748
27-1023,19710.0,23540.0,27260.0,23280.0,28590.0,30200.0,34870.0,37770.0,43420.0,41400.0,46560.0,48690.0,41770.0,42840.0,40160.0,32610.52,35845.96,36120.0,Floral Designers,-3.8544409863538425,2.5616471151544173,-6.2558356676003735,10.761803246314376,9.921460927332648,0.7644934045566109
27-1024,30810.0,35430.0,37600.0,39000.0,44350.0,47200.0,68920.0,76970.0,79000.0,89210.0,100920.0,103030.0,215930.0,211890.0,214260.0,60603.93,62687.19,61300.0,Graphic Designers,-0.7733987866438198,-1.870976705413792,1.1185048846099392,1.1485558774818725,3.437499845307053,-2.212876346826194
27-1025,31970.0,36610.0,38480.0,42260.0,47590.0,49770.0,73490.0,79770.0,80830.0,96470.0,101550.0,106090.0,60650.0,64290.0,69580.0,65174.52,66578.79,63490.0,Interior Designers,14.723825226710636,6.001648804616653,8.228340332866697,-2.584629698845506,2.154630367818573,-4.639300293682108
