OCC_CODE,OCC_TITLE,YEAR,A_MEAN,wage_eqw,wage_eqf,wage_entropy,wage_cluster
13-1141,"Compensation, Benefits, and Job Analysis Specialists",2022,75920.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
13-1151,Training and Development Specialists,2022,69870.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
13-1161,Market Research Analysts and Marketing Specialists,2022,78880.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
13-1199,"Business Operations Specialists, All Other",2022,82670.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
13-2011,Accountants and Auditors,2022,86740.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
13-2020,Property Appraisers and Assessors,2022,80460.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
13-2031,Budget Analysts,2022,87680.0,Very Low,Q4,"(87500.0, 171905.0]","(61812.893, 101799.419]"
13-2041,Credit Analysts,2022,92180.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
13-2051,Financial and Investment Analysts,2022,108790.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
13-2052,Personal Financial Advisors,2022,137740.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
13-2053,Insurance Underwriters,2022,82990.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
13-2054,Financial Risk Specialists,2022,116140.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
13-2061,Financial Examiners,2022,95610.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
13-2071,Credit Counselors,2022,51650.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
13-2072,Loan Officers,2022,84160.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
13-2081,"Tax Examiners and Collectors, and Revenue Agents",2022,64410.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
13-2082,Tax Preparers,2022,55840.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
13-2099,"Financial Specialists, All Other",2022,83580.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
15-1211,Computer Systems Analysts,2022,107530.0,Very Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
15-1212,Information Security Analysts,2022,119860.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
15-1221,Computer and Information Research Scientists,2022,155880.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
15-1231,Computer Network Support Specialists,2022,76060.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
15-1232,Computer User Support Specialists,2022,61580.0,Very Low,Q3,"(60460.0, 87500.0]","(-inf, 61812.893]"
15-1241,Computer Network Architects,2022,129490.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
15-1242,Database Administrators,2022,102530.0,Very Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
15-1243,Database Architects,2022,136540.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
15-1244,Network and Computer Systems Administrators,2022,97160.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
15-1251,Computer Programmers,2022,102790.0,Very Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
15-1252,Software Developers,2022,132930.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
15-1253,Software Quality Assurance Analysts and Testers,2022,105750.0,Very Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
15-1254,Web Developers,2022,87580.0,Very Low,Q4,"(87500.0, 171905.0]","(61812.893, 101799.419]"
15-1255,Web and Digital Interface Designers,2022,101740.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
15-1299,"Computer Occupations, All Other",2022,104660.0,Very Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
15-2011,Actuaries,2022,127580.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
15-2021,Mathematicians,2022,113860.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
15-2031,Operations Research Analysts,2022,95820.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
15-2041,Statisticians,2022,105510.0,Very Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
15-2051,Data Scientists,2022,115240.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
15-2099,"Mathematical Science Occupations, All Other",2022,82160.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
17-1011,"Architects, Except Landscape and Naval",2022,96510.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
17-1012,Landscape Architects,2022,77820.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
17-1021,Cartographers and Photogrammetrists,2022,75300.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
17-1022,Surveyors,2022,71060.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
17-2011,Aerospace Engineers,2022,127090.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
17-2021,Agricultural Engineers,2022,90710.0,Very Low,Q4,"(87500.0, 171905.0]","(61812.893, 101799.419]"
17-2031,Bioengineers and Biomedical Engineers,2022,108060.0,Very Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
17-2041,Chemical Engineers,2022,117820.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
17-2051,Civil Engineers,2022,97380.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
17-2061,Computer Hardware Engineers,2022,140830.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
17-2071,Electrical Engineers,2022,114050.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
17-2072,"Electronics Engineers, Except Computer",2022,118460.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
17-2081,Environmental Engineers,2022,101670.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",2022,103570.0,Very Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
17-2112,Industrial Engineers,2022,98560.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
17-2121,Marine Engineers and Naval Architects,2022,105560.0,Very Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
17-2131,Materials Engineers,2022,105420.0,Very Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
17-2141,Mechanical Engineers,2022,100820.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",2022,101290.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
17-2161,Nuclear Engineers,2022,124540.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
17-2171,Petroleum Engineers,2022,142800.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
17-2199,"Engineers, All Other",2022,111280.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
17-3011,Architectural and Civil Drafters,2022,61660.0,Very Low,Q3,"(60460.0, 87500.0]","(-inf, 61812.893]"
17-3012,Electrical and Electronics Drafters,2022,68640.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
17-3013,Mechanical Drafters,2022,65700.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
17-3019,"Drafters, All Other",2022,60370.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
17-3021,Aerospace Engineering and Operations Technologists and Technicians,2022,77060.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
17-3022,Civil Engineering Technologists and Technicians,2022,61480.0,Very Low,Q3,"(60460.0, 87500.0]","(-inf, 61812.893]"
17-3023,Electrical and Electronic Engineering Technologists and Technicians,2022,70810.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,2022,65920.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
17-3025,Environmental Engineering Technologists and Technicians,2022,58020.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
17-3026,Industrial Engineering Technologists and Technicians,2022,63470.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
17-3027,Mechanical Engineering Technologists and Technicians,2022,64530.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
17-3028,Calibration Technologists and Technicians,2022,67200.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",2022,70550.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
17-3031,Surveying and Mapping Technicians,2022,51570.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
19-1011,Animal Scientists,2022,85870.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
19-1012,Food Scientists and Technologists,2022,85730.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
19-1013,Soil and Plant Scientists,2022,76410.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
19-1021,Biochemists and Biophysicists,2022,114740.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
19-1022,Microbiologists,2022,88950.0,Very Low,Q4,"(87500.0, 171905.0]","(61812.893, 101799.419]"
19-1023,Zoologists and Wildlife Biologists,2022,72610.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
19-1029,"Biological Scientists, All Other",2022,95920.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
19-1031,Conservation Scientists,2022,69810.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
19-1032,Foresters,2022,68090.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
19-1041,Epidemiologists,2022,85880.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
19-1042,"Medical Scientists, Except Epidemiologists",2022,110670.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
19-1099,"Life Scientists, All Other",2022,100370.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
19-2011,Astronomers,2022,127460.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
19-2012,Physicists,2022,150130.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
19-2021,Atmospheric and Space Scientists,2022,93610.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
19-2031,Chemists,2022,90530.0,Very Low,Q4,"(87500.0, 171905.0]","(61812.893, 101799.419]"
19-2032,Materials Scientists,2022,110690.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
19-2041,"Environmental Scientists and Specialists, Including Health",2022,83820.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
19-2042,"Geoscientists, Except Hydrologists and Geographers",2022,104560.0,Very Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
19-2043,Hydrologists,2022,96300.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
19-2099,"Physical Scientists, All Other",2022,116230.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
19-3011,Economists,2022,128180.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
19-3022,Survey Researchers,2022,66440.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
19-3032,Industrial-Organizational Psychologists,2022,144610.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
19-3033,Clinical and Counseling Psychologists,2022,102740.0,Very Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
19-3034,School Psychologists,2022,87550.0,Very Low,Q4,"(87500.0, 171905.0]","(61812.893, 101799.419]"
19-3039,"Psychologists, All Other",2022,99560.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
19-3041,Sociologists,2022,101310.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
19-3051,Urban and Regional Planners,2022,82420.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
19-3091,Anthropologists and Archeologists,2022,68310.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
19-3092,Geographers,2022,88960.0,Very Low,Q4,"(87500.0, 171905.0]","(61812.893, 101799.419]"
19-3093,Historians,2022,72900.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
19-3094,Political Scientists,2022,126140.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
19-3099,"Social Scientists and Related Workers, All Other",2022,94560.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
19-4012,Agricultural Technicians,2022,45640.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
19-4013,Food Science Technicians,2022,51320.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
19-4021,Biological Technicians,2022,53560.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
19-4031,Chemical Technicians,2022,56180.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
19-4042,"Environmental Science and Protection Technicians, Including Health",2022,53970.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
19-4043,"Geological Technicians, Except Hydrologic Technicians",2022,60810.0,Very Low,Q3,"(60460.0, 87500.0]","(-inf, 61812.893]"
19-4044,Hydrologic Technicians,2022,66640.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
19-4051,Nuclear Technicians,2022,97040.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
19-4061,Social Science Research Assistants,2022,57760.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
19-4071,Forest and Conservation Technicians,2022,45000.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
19-4092,Forensic Science Technicians,2022,69260.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
19-4099,"Life, Physical, and Social Science Technicians, All Other",2022,57790.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
19-5011,Occupational Health and Safety Specialists,2022,82110.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
19-5012,Occupational Health and Safety Technicians,2022,63230.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
21-1012,"Educational, Guidance, and Career Counselors and Advisors",2022,64200.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
21-1013,Marriage and Family Therapists,2022,63300.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
21-1015,Rehabilitation Counselors,2022,46020.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
21-1018,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",2022,56230.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
21-1019,"Counselors, All Other",2022,49770.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
21-1021,"Child, Family, and School Social Workers",2022,56680.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
21-1022,Healthcare Social Workers,2022,62760.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
21-1023,Mental Health and Substance Abuse Social Workers,2022,60130.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
21-1029,"Social Workers, All Other",2022,64360.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
21-1091,Health Education Specialists,2022,66710.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
21-1092,Probation Officers and Correctional Treatment Specialists,2022,64920.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
21-1093,Social and Human Service Assistants,2022,41600.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
21-1094,Community Health Workers,2022,49900.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
21-1099,"Community and Social Service Specialists, All Other",2022,51620.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
21-2011,Clergy,2022,60180.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
21-2021,"Directors, Religious Activities and Education",2022,60540.0,Very Low,Q3,"(60460.0, 87500.0]","(-inf, 61812.893]"
21-2099,"Religious Workers, All Other",2022,45420.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
23-1011,Lawyers,2022,163770.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
23-1012,Judicial Law Clerks,2022,66310.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",2022,97250.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
23-1022,"Arbitrators, Mediators, and Conciliators",2022,98920.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
23-1023,"Judges, Magistrate Judges, and Magistrates",2022,153700.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
23-2011,Paralegals and Legal Assistants,2022,62840.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
23-2093,"Title Examiners, Abstractors, and Searchers",2022,57030.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
23-2099,"Legal Support Workers, All Other",2022,77200.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
25-1011,"Business Teachers, Postsecondary",2022,108060.0,Very Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
25-1021,"Computer Science Teachers, Postsecondary",2022,98610.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
25-1022,"Mathematical Science Teachers, Postsecondary",2022,90110.0,Very Low,Q4,"(87500.0, 171905.0]","(61812.893, 101799.419]"
25-1031,"Architecture Teachers, Postsecondary",2022,104370.0,Very Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
25-1032,"Engineering Teachers, Postsecondary",2022,114470.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
25-1041,"Agricultural Sciences Teachers, Postsecondary",2022,96650.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
25-1042,"Biological Science Teachers, Postsecondary",2022,97800.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
25-1043,"Forestry and Conservation Science Teachers, Postsecondary",2022,98160.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",2022,107540.0,Very Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
25-1052,"Chemistry Teachers, Postsecondary",2022,95250.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
25-1053,"Environmental Science Teachers, Postsecondary",2022,91450.0,Very Low,Q4,"(87500.0, 171905.0]","(61812.893, 101799.419]"
25-1054,"Physics Teachers, Postsecondary",2022,100810.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
25-1061,"Anthropology and Archeology Teachers, Postsecondary",2022,98940.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",2022,92980.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
25-1063,"Economics Teachers, Postsecondary",2022,122750.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
25-1064,"Geography Teachers, Postsecondary",2022,87880.0,Very Low,Q4,"(87500.0, 171905.0]","(61812.893, 101799.419]"
25-1065,"Political Science Teachers, Postsecondary",2022,98420.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
25-1066,"Psychology Teachers, Postsecondary",2022,88470.0,Very Low,Q4,"(87500.0, 171905.0]","(61812.893, 101799.419]"
25-1067,"Sociology Teachers, Postsecondary",2022,90200.0,Very Low,Q4,"(87500.0, 171905.0]","(61812.893, 101799.419]"
25-1069,"Social Sciences Teachers, Postsecondary, All Other",2022,89350.0,Very Low,Q4,"(87500.0, 171905.0]","(61812.893, 101799.419]"
25-1071,"Health Specialties Teachers, Postsecondary",2022,127640.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
25-1072,"Nursing Instructors and Teachers, Postsecondary",2022,84180.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
25-1081,"Education Teachers, Postsecondary",2022,78540.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
25-1082,"Library Science Teachers, Postsecondary",2022,81720.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",2022,78980.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
25-1112,"Law Teachers, Postsecondary",2022,133950.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
25-1113,"Social Work Teachers, Postsecondary",2022,75330.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
25-1121,"Art, Drama, and Music Teachers, Postsecondary",2022,93440.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
25-1122,"Communications Teachers, Postsecondary",2022,84700.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
25-1123,"English Language and Literature Teachers, Postsecondary",2022,83130.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
25-1124,"Foreign Language and Literature Teachers, Postsecondary",2022,83300.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
25-1125,"History Teachers, Postsecondary",2022,88640.0,Very Low,Q4,"(87500.0, 171905.0]","(61812.893, 101799.419]"
25-1126,"Philosophy and Religion Teachers, Postsecondary",2022,87100.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
25-1192,"Family and Consumer Sciences Teachers, Postsecondary",2022,89840.0,Very Low,Q4,"(87500.0, 171905.0]","(61812.893, 101799.419]"
