OCC_CODE,OCC_TITLE_FELTEN,AIOE,AIOE_z
39-4031,"Morticians, Undertakers, and Funeral Directors",-0.1903759,-0.19049899445254603
39-5011,Barbers,-0.7294621,-0.7299337796173079
39-5012,"Hairdressers, Hairstylists, and Cosmetologists",-0.6824517,-0.6828929816437936
39-5091,"Makeup Artists, Theatrical and Performance",-0.4596138,-0.45991098968579747
39-5092,Manicurists and Pedicurists,0.0335124,0.03353407671752612
39-5093,Shampooers,-0.905371,-0.9059564262368459
39-5094,Skin Care Specialists,-0.2628396,-0.2630095510977426
39-6011,Baggage Porters and Bellhops,-1.272015,-1.2728375064276372
39-6012,Concierges,0.855832,0.8563854069181006
39-7011,Tour Guides and Escorts,0.357096,0.35732691309293374
39-7012,Travel Guides,0.6083829,0.6087763008090706
39-9011,Child Care Workers,-0.3834794,-0.383727359484082
39-9021,Personal and Home Care Aides,-0.5737774,-0.5741484104167229
39-9031,Fitness Trainers and Aerobics Instructors,-2.111948,-2.1133136258456338
39-9032,Recreation Workers,-0.2441154,-0.2442732436122569
39-9041,Residential Advisors,0.4746119,0.47491880149583404
41-1011,First-Line Supervisors/Managers of Retail Sales Workers,0.0191826,0.019195010749126253
41-1012,First-Line Supervisors/Managers of Non-Retail Sales Workers,1.316195,1.3170460879053068
41-2011,Cashiers,-0.2480887,-0.24824911283668732
41-2012,Gaming Change Persons and Booth Cashiers,-0.0500926,-0.050124984140829956
41-2021,Counter and Rental Clerks,0.0784367,0.07848742577223632
41-2022,Parts Salespersons,-0.1184909,-0.11856751200768118
41-2031,Retail Salespersons,0.0873069,0.08736336144146412
41-3011,Advertising Sales Agents,1.162588,1.1633397621918984
41-3021,Insurance Sales Agents,1.341258,1.342125294200301
41-3031,"Securities, Commodities, and Financial Services Sales Agents",1.256298,1.2571103571687126
41-3041,Travel Agents,1.133598,1.1343310166110872
41-3099,"Sales Representatives, Services, All Other",1.302674,1.3035163449250327
41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",0.8911985,0.8917747756860815
41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",0.8224681,0.8229999330759608
41-9011,Demonstrators and Product Promoters,0.1235652,0.12364510686722253
41-9012,Models,-1.122021,-1.1227465169606403
41-9021,Real Estate Brokers,1.149681,1.1504244162377235
41-9022,Real Estate Sales Agents,0.8649445,0.8655037992639144
41-9031,Sales Engineers,1.145416,1.1461566583935647
41-9041,Telemarketers,1.118129,1.1188520140105498
41-9091,"Door-To-Door Sales Workers, News and Street Vendors, and Related Workers",1.107101,1.1078168830596982
43-1011,First-Line Supervisors/Managers of Office and Administrative Support Workers,1.038688,1.0393596456874992
43-2011,"Switchboard Operators, Including Answering Service",0.9832644,0.9839002075511534
43-2021,Telephone Operators,1.019712,1.0203713753825152
43-3011,Bill and Account Collectors,1.271991,1.2728135046126476
43-3021,Billing and Posting Clerks and Machine Operators,1.333455,1.334317248606404
43-3031,"Bookkeeping, Accounting, and Auditing Clerks",1.039749,1.0404213317537716
43-3041,Gaming Cage Workers,0.4026518,0.4029121704896336
43-3051,Payroll and Timekeeping Clerks,1.257632,1.2584452197628764
43-3061,Procurement Clerks,1.487838,1.488800076098726
43-3071,Tellers,0.4727723,0.4730780119694298
43-4011,Brokerage Clerks,1.144877,1.145617309864139
43-4021,Correspondence Clerks,1.149758,1.1505014660276416
43-4031,"Court, Municipal, and License Clerks",1.166267,1.1670211411153826
43-4041,"Credit Authorizers, Checkers, and Clerks",1.440296,1.4412273343807909
43-4051,Customer Service Representatives,0.9562519,0.9568702406659629
43-4061,"Eligibility Interviewers, Government Programs",1.226286,1.2270789507398987
43-4071,File Clerks,0.2839743,0.28415793097025616
43-4081,"Hotel, Motel, and Resort Desk Clerks",0.6063127,0.6067047621715614
43-4111,"Interviewers, Except Eligibility and Loan",1.297031,1.2978696960353286
43-4121,"Library Assistants, Clerical",0.2038919,0.20402374790365466
43-4131,Loan Interviewers and Clerks,1.364395,1.3652772551007228
43-4141,New Accounts Clerks,1.174998,1.1757577867747846
43-4151,Order Clerks,0.8388861,0.8394285493210715
43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",1.353098,1.3539729502084694
43-4171,Receptionists and Information Clerks,1.013186,1.0138411555253102
43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,0.227312,0.2274589918628531
43-5011,Cargo and Freight Agents,1.405415,1.4063237795479422
43-5021,Couriers and Messengers,-0.9591126,-0.9597327767544636
43-5031,"Police, Fire, and Ambulance Dispatchers",0.9074452,0.9080319811647903
43-5032,"Dispatchers, Except Police, Fire, and Ambulance",1.234523,1.235321276967879
43-5041,"Meter Readers, Utilities",-0.9723772,-0.9730059539407773
43-5051,Postal Service Clerks,-0.5186997,-0.5190350959470347
43-5052,Postal Service Mail Carriers,-1.064715,-1.0654034616224555
43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",-1.185001,-1.185767241233821
43-5061,"Production, Planning, and Expediting Clerks",0.6999103,0.7003628844680277
43-5071,"Shipping, Receiving, and Traffic Clerks",-0.7463213,-0.7468038811521825
43-5081,Stock Clerks and Order Fillers,-0.7892948,-0.7898051687760874
43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",-0.1860789,-0.18619921591647337
43-6011,Executive Secretaries and Administrative Assistants,1.079643,1.0803411281042679
43-6012,Legal Secretaries,1.014541,1.0151970316985424
43-6013,Medical Secretaries,1.217982,1.2187695811882238
43-6014,"Secretaries, Except Legal, Medical, and Executive",1.099056,1.0997666809832018
43-9011,Computer Operators,0.7040519,0.7045071625189931
43-9021,Data Entry Keyers,0.3108081,0.31100908230403945
43-9022,Word Processors and Typists,0.6219606,0.6223627804528301
43-9031,Desktop Publishers,0.3437743,0.3439965989844861
43-9041,Insurance Claims and Policy Processing Clerks,1.240201,1.2410029484893639
43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",-0.8184676,-0.8189968325594574
43-9061,"Office Clerks, General",0.9888986,0.989538050750581
43-9071,"Office Machine Operators, Except Computer",-0.5171404,-0.5174747876688643
43-9081,Proofreaders and Copy Markers,1.288375,1.2892080988725998
43-9111,Statistical Assistants,1.389965,1.3908637892332287
45-1011,"First-Line Supervisors/Managers of Farming, Fishing, and Forestry Workers",-0.4791843,-0.4794941444077454
45-2011,Agricultural Inspectors,0.1704867,0.1705969473560133
45-2021,Animal Breeders,-1.044292,-1.044967255654987
45-2041,"Graders and Sorters, Agricultural Products",-1.370968,-1.3718544916452307
45-2091,Agricultural Equipment Operators,-1.145156,-1.145896476567818
45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",-1.601349,-1.602384461139985
45-2093,"Farmworkers, Farm and Ranch Animals",-1.108432,-1.109148730010049
45-3011,Fishers and Related Fishing Workers,-1.513249,-1.5142274937143385
45-3021,Hunters and Trappers,-1.304797,-1.305640704000254
45-4011,Forest and Conservation Workers,-1.064205,-1.0648931318450767
45-4021,Fallers,-1.795407,-1.7965679433725172
45-4022,Logging Equipment Operators,-1.003702,-1.0043510092553618
45-4023,Log Graders and Scalers,-0.4768305,-0.47713882238814853
47-1011,First-Line Supervisors/Managers of Construction Trades and Extraction Workers,-0.3054048,-0.30560227470575757
47-2011,Boilermakers,-1.097532,-1.0982416818268532
47-2021,Brickmasons and Blockmasons,-1.75434,-1.7554743885340494
47-2022,Stonemasons,-1.714759,-1.7158677945763363
47-2031,Carpenters,-1.323631,-1.3244868824848695
47-2041,Carpet Installers,-1.564577,-1.5655886835443453
47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",-1.301024,-1.3018652642942725
47-2043,Floor Sanders and Finishers,-1.748722,-1.7498527558099033
47-2044,Tile and Marble Setters,-1.22543,-1.226222383527254
47-2051,Cement Masons and Concrete Finishers,-1.777407,-1.7785563041709096
47-2053,Terrazzo Workers and Finishers,-1.776065,-1.7772134364037675
47-2061,Construction Laborers,-1.622988,-1.6240374534001845
47-2071,"Paving, Surfacing, and Tamping Equipment Operators",-1.184739,-1.1855050718187754
47-2072,Pile-Driver Operators,-1.220009,-1.2207978781877031
47-2073,Operating Engineers and Other Construction Equipment Operators,-0.8815078,-0.8820777957593011
47-2081,Drywall and Ceiling Tile Installers,-1.647971,-1.6490366079653935
47-2082,Tapers,-1.540774,-1.5417702919934637
47-2111,Electricians,-0.7796905,-0.7801946584214207
47-2121,Glaziers,-1.388901,-1.3897990875231434
47-2131,"Insulation Workers, Floor, Ceiling, and Wall",-1.618772,-1.619818727240519
47-2132,"Insulation Workers, Mechanical",-1.268615,-1.269435307911778
47-2141,"Painters, Construction and Maintenance",-1.58799,-1.5890168229125252
47-2142,Paperhangers,-1.72753,-1.7286470525898772
47-2151,Pipelayers,-1.225611,-1.2264035005658926
47-2152,"Plumbers, Pipefitters, and Steamfitters",-1.121219,-1.1219439983695465
47-2161,Plasterers and Stucco Masons,-1.755588,-1.7567231955186942
47-2171,Reinforcing Iron and Rebar Workers,-1.970997,-1.9722714837842001
47-2181,Roofers,-1.752941,-1.7540744839094355
47-2211,Sheet Metal Workers,-1.174972,-1.1757317562586584
47-2221,Structural Iron and Steel Workers,-1.780065,-1.7812160228930136
47-2231,Solar Photovoltaic Installers,-0.9441692,-0.9447797140186134
47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",-1.94229,-1.9435459211975028
47-3012,Helpers--Carpenters,-1.425282,-1.4262036122894595
47-3013,Helpers--Electricians,-1.506896,-1.5078703857227933
47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",-2.04484,-2.046162232315551
47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",-1.678876,-1.6799615918279316
47-3016,Helpers--Roofers,-1.89822,-1.8994474245522335
47-4011,Construction and Building Inspectors,0.2860245,0.2862094566753193
47-4021,Elevator Installers and Repairers,-0.8604742,-0.8610305949642492
47-4031,Fence Erectors,-1.902113,-1.9033429418528922
47-4041,Hazardous Materials Removal Workers,-0.6887439,-0.6891892503207022
47-4051,Highway Maintenance Workers,-1.27909,-1.2799170812804914
47-4061,Rail-Track Laying and Maintenance Equipment Operators,-1.39906,-1.3999646565592063
47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,-1.210591,-1.2113737882987732
47-4091,Segmental Pavers,-0.9827304,-0.983365848550893
47-4099,"Construction and Related Workers, All Other",-0.8728439,-0.8734082934882562
47-5011,"Derrick Operators, Oil and Gas",-1.415002,-1.415916965012097
47-5012,"Rotary Drill Operators, Oil and Gas",-0.7737326,-0.7742329059103508
47-5013,"Service Unit Operators, Oil, Gas, and Mining",-0.971916,-0.9725444557185671
47-5021,"Earth Drillers, Except Oil and Gas",-0.7018391,-0.7022929179691964
47-5031,"Explosives Workers, Ordnance Handling Experts, and Blasters",-0.773027,-0.7735268496536478
47-5041,Continuous Mining Machine Operators,-1.165492,-1.1662456262791452
47-5042,Mine Cutting and Channeling Machine Operators,-1.200425,-1.2012012147363542
47-5051,"Rock Splitters, Quarry",-1.763494,-1.764634307714689
47-5061,"Roof Bolters, Mining",-1.618518,-1.6195645629984516
47-5071,"Roustabouts, Oil and Gas",-1.518977,-1.519959197566939
47-5081,Helpers--Extraction Workers,-1.543154,-1.544151830954565
49-1011,"First-Line Supervisors/Managers of Mechanics, Installers, and Repairers",-0.0205169,-0.020530159833330626
49-2011,"Computer, Automated Teller, and Office Machine Repairers",-0.3458247,-0.34604831111492773
49-2021,Radio Mechanics,-0.6335382,-0.6339478530833582
49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",-0.853048,-0.8535995930176393
49-2091,Avionics Technicians,-0.1728535,-0.17296526407775437
49-2092,"Electric Motor, Power Tool, and Related Repairers",-0.8106341,-0.81115826724358
49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",-0.8303875,-0.8309244402327487
49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",-0.4632031,-0.4635026106072602
49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",-0.5522636,-0.5526206991136369
49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",-0.7915968,-0.7921086573006485
49-2097,Electronic Home Entertainment Equipment Installers and Repairers,-0.571284,-0.5716533981286513
49-2098,Security and Fire Alarm Systems Installers,-0.6926484,-0.6930962750575177
49-3011,Aircraft Mechanics and Service Technicians,-0.6551197,-0.6555433081627746
49-3021,Automotive Body and Related Repairers,-1.180589,-1.1813523883361827
49-3022,Automotive Glass Installers and Repairers,-1.202285,-1.2030624174538538
49-3023,Automotive Service Technicians and Mechanics,-0.9547055,-0.9553228270252744
49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,-1.010472,-1.0111253868884107
49-3041,Farm Equipment Mechanics,-1.20703,-1.207810485676722
49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",-1.169815,-1.1705714216273981
49-3043,Rail Car Repairers,-1.448102,-1.4490383682106087
49-3051,Motorboat Mechanics,-0.8863602,-0.8869333334294057
49-3052,Motorcycle Mechanics,-0.763721,-0.7642148321864166
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,-0.8941408,-0.8947189645389628
49-3091,Bicycle Repairers,-0.9226068,-0.923203371289683
49-3092,Recreational Vehicle Service Technicians,-0.9244052,-0.9250029341752481
49-3093,Tire Repairers and Changers,-1.550724,-1.5517267258854635
49-9011,Mechanical Door Repairers,-1.383152,-1.3840463700914745
49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",-0.7606913,-0.7611831731147993
49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",-0.8491117,-0.8496607477182344
49-9031,Home Appliance Repairers,-0.9703799,-0.9710073624420343
49-9041,Industrial Machinery Mechanics,-1.133177,-1.1339097306791481
49-9043,"Maintenance Workers, Machinery",-0.9735492,-0.9741787117821263
49-9044,Millwrights,-1.266085,-1.2669036719573297
49-9045,"Refractory Materials Repairers, Except Brickmasons",-1.237463,-1.238263164333529
49-9051,Electrical Power-Line Installers and Repairers,-1.081398,-1.082097249222479
49-9052,Telecommunications Line Installers and Repairers,-1.083883,-1.084583856078923
49-9061,Camera and Photographic Equipment Repairers,0.0546422,0.05467753971764445
49-9062,Medical Equipment Repairers,-0.2768838,-0.27706283239081025
49-9063,Musical Instrument Repairers and Tuners,-0.5306271,-0.5309702084699934
49-9064,Watch Repairers,-0.2123996,-0.21253693546834865
49-9071,"Maintenance and Repair Workers, General",-1.014408,-1.0150639319938288
49-9081,Wind Turbine Service Technicians,-0.9709935,-0.9716213592094847
49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",-0.7233995,-0.723867259404882
49-9092,Commercial Divers,-1.102728,-1.1034410416763838
49-9093,"Fabric Menders, Except Garment",-1.372839,-1.3737267014755754
49-9094,Locksmiths and Safe Repairers,-0.8657498,-0.866309606284916
49-9095,Manufactured Building and Mobile Home Installers,-1.414062,-1.4149763571871241
49-9096,Riggers,-1.221519,-1.2223088545873937
49-9097,Signal and Track Switch Repairers,-0.858221,-0.8587759379948569
49-9098,"Helpers--Installation, Maintenance, and Repair Workers",-1.346555,-1.3474257056547392
49-9099,"Installation, Maintenance, and Repair Workers, All Other",-0.5900791,-0.5904606514596589
51-1011,First-Line Supervisors/Managers of Production and Operating Workers,-0.0845282,-0.08458285096810113
51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",-0.8684706,-0.8690321656149012
51-2021,"Coil Winders, Tapers, and Finishers",-0.8289722,-0.8295082250681912
51-2022,Electrical and Electronic Equipment Assemblers,-0.6248807,-0.625284754950696
51-2023,Electromechanical Equipment Assemblers,-0.4977276,-0.4980494349192549
51-2031,Engine and Other Machine Assemblers,-0.9561453,-0.9567635580320786
51-2041,Structural Metal Fabricators and Fitters,-1.076307,-1.0770029572682907
51-2091,Fiberglass Laminators and Fabricators,-1.216496,-1.217282606603523
51-2092,Team Assemblers,-0.8305441,-0.8310811414938027
51-2093,"Timing Device Assemblers, Adjusters, and Calibrators",-0.2552991,-0.25546417524220244
51-3011,Bakers,-0.3852989,-0.3855480360133778
51-3021,Butchers and Meat Cutters,-0.9709924,-0.9716202584982001
51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",-1.10563,-1.106344918174332
51-3023,Slaughterers and Meat Packers,-1.834668,-1.8358543304110906
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",-0.758859,-0.7593496883087378
51-3092,Food Batchmakers,-0.3791114,-0.3793565350378252
51-3093,Food Cooking Machine Operators and Tenders,-0.5559894,-0.5563489082990453
51-4011,"Computer-Controlled Machine Tool Operators, Metal and Plastic",-0.6737444,-0.6741800513093403
51-4012,Numerical Tool and Process Control Programmers,-0.0241824,-0.024198030027413563
51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",-1.234352,-1.2351501526915176
51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",-0.8046677,-0.8051880092362205
51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",-1.08921,-1.0899143006359766
51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",-1.036569,-1.037239261790875
51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",-0.7598132,-0.7603045053157476
51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",-0.9901662,-0.9908064567050772
51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",-1.06734,-1.0680301590060233
51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",-0.8703219,-0.8708846627067865
51-4041,Machinists,-0.8675535,-0.8681144725975792
51-4051,Metal-Refining Furnace Operators and Tenders,-1.167465,-1.168219902064966
51-4052,"Pourers and Casters, Metal",-1.00914,-1.0097925255874918
51-4061,"Model Makers, Metal and Plastic",-0.7421977,-0.7426776147404187
51-4062,"Patternmakers, Metal and Plastic",-0.6131331,-0.613529558690429
51-4071,Foundry Mold and Coremakers,-1.740349,-1.7414743416412886
51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",-1.146139,-1.14688011219755
51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",-0.74266,-0.7431402136739134
51-4111,Tool and Die Makers,-0.5317897,-0.5321335602330928
51-4121,"Welders, Cutters, Solderers, and Brazers",-1.197596,-1.198370385441835
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",-1.002411,-1.0030591744659574
51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",-1.092486,-1.0931924189706692
51-4192,"Lay-Out Workers, Metal and Plastic",-0.7221353,-0.7226022419449557
51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",-0.8999876,-0.900569545210294
51-4194,"Tool Grinders, Filers, and Sharpeners",-0.8809238,-0.8814934181318713
51-5111,Prepress Technicians and Workers,0.4107973,0.4110629375516722
51-5112,Printing Press Operators,-0.7093881,-0.709846799321026
51-5113,Print Binding and Finishing Workers,-0.9062089,-0.9067948680416806
51-6011,Laundry and Dry-Cleaning Workers,-1.054399,-1.0550807910666897
51-6021,"Pressers, Textile, Garment, and Related Materials",-1.950063,-1.9513239473927304
51-6031,Sewing Machine Operators,-0.9639661,-0.9645894151358527
51-6041,Shoe and Leather Workers and Repairers,-0.990912,-0.991552738955997
51-6042,Shoe Machine Operators and Tenders,-1.029855,-1.0305209203686752
51-6051,"Sewers, Hand",-0.5987218,-0.5991089400223107
51-6052,"Tailors, Dressmakers, and Custom Sewers",-0.4305268,-0.43080518138262175
51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,-0.8609312,-0.8614878904706457
51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",-1.022949,-1.023610454794992
51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",-1.241662,-1.242464879500615
51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",-1.392929,-1.3938296921178144
51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",-0.8596925,-0.8602483894995883
51-6092,Fabric and Apparel Patternmakers,-0.0831096,-0.08316333366968999
51-6093,Upholsterers,-1.313735,-1.3145844835104745
51-7011,Cabinetmakers and Bench Carpenters,-1.327489,-1.3283473771537473
51-7021,Furniture Finishers,-1.197727,-1.1985014701493577
51-7031,"Model Makers, Wood",-0.7278869,-0.7283575610578428
51-7032,"Patternmakers, Wood",-1.057897,-1.0585810529515356
51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",-1.165031,-1.1657843281862597
51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",-1.130357,-1.1310879072042295
51-8011,Nuclear Power Reactor Operators,0.7705302,0.7710284488710063
51-8012,Power Distributors and Dispatchers,0.5012214,0.501545507792233
51-8013,Power Plant Operators,-0.3482779,-0.3485030974087824
51-8021,Stationary Engineers and Boiler Operators,-0.5032496,-0.5035750055676592
51-8031,Water and Liquid Waste Treatment Plant and System Operators,-0.44501,-0.44529774654288423
51-8091,Chemical Plant and System Operators,-0.3831282,-0.38337593239032614
51-8092,Gas Plant Operators,-0.2982082,-0.2984010212236304
51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",-0.370036,-0.370275266681699
51-8099,"Plant and System Operators, All Other",-0.6702387,-0.6706720844455027
51-9011,Chemical Equipment Operators and Tenders,-0.511521,-0.5118517540394469
51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",-0.9379141,-0.9385205693313924
51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",-1.043476,-1.0441507280111808
51-9022,"Grinding and Polishing Workers, Hand",-1.146524,-1.1472653611471402
51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",-0.819664,-0.8201940061783909
51-9031,"Cutters and Trimmers, Hand",-0.9479839,-0.9485968806887451
51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",-1.079282,-1.0799798809696677
51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",-1.042151,-1.042824871236618
51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",-0.9582346,-0.9588542090200741
51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",-0.0293395,-0.029358464723336395
51-9071,Jewelers and Precious Stone and Metal Workers,-0.1560197,-0.15612057896708642
51-9081,Dental Laboratory Technicians,0.0013206,0.0013214607813975719
51-9082,Medical Appliance Technicians,-0.4949538,-0.4952738413182872
51-9083,Ophthalmic Laboratory Technicians,-0.5966759,-0.5970617170977237
51-9111,Packaging and Filling Machine Operators and Tenders,-0.978608,-0.979240782915076
51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",-1.121331,-1.1220560707912455
51-9122,"Painters, Transportation Equipment",-1.447553,-1.44848901321496
51-9123,"Painting, Coating, and Decorating Workers",-0.9705587,-0.9711862780581036
51-9141,Semiconductor Processors,-0.6372312,-0.6376432410595547
51-9151,Photographic Process Workers and Processing Machine Operators,-0.3615806,-0.36181439923140607
51-9191,Cementing and Gluing Machine Operators and Tenders,-1.311418,-1.3122659852865786
51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",-1.141885,-1.1426233614662369
51-9193,Cooling and Freezing Equipment Operators and Tenders,-0.9604952,-0.9611162707744715
51-9194,Etchers and Engravers,-0.6395226,-0.6399361227299194
51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",-1.183408,-1.1841732111644787
51-9196,"Paper Goods Machine Setters, Operators, and Tenders",-0.8740445,-0.8746096698230035
51-9197,Tire Builders,-1.610915,-1.6119566467290172
51-9198,Helpers--Production Workers,-1.411304,-1.4122165738027888
51-9199,"Production Workers, All Other",-1.290964,-1.2917987592738185
53-1011,Aircraft Cargo Handling Supervisors,-0.7091902,-0.7096487713544706
53-1021,"First-Line Supervisors/Managers of Helpers, Laborers, and Material Movers, Hand",0.1160332,0.11610823650797203
53-1031,First-Line Supervisors/Managers of Transportation and Material-Moving Machine and Vehicle Operators,0.1466245,0.14671931752509093
53-2011,"Airline Pilots, Copilots, and Flight Engineers",-0.2070626,-0.207196484445072
53-2012,Commercial Pilots,-0.1817332,-0.18185070588989413
53-2021,Air Traffic Controllers,1.152798,1.1535434317594686
53-2022,Airfield Operations Specialists,0.4845738,0.48488714308263936
53-2031,Flight Attendants,-0.7621183,-0.7626110958448379
53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",-0.8298703,-0.8304069057996891
53-3021,"Bus Drivers, Transit and Intercity",-0.605453,-0.6058444925664143
53-3022,"Bus Drivers, School",-0.2977046,-0.2978970955846343
53-3031,Driver/Sales Workers,-0.7293087,-0.7297802804254453
53-3032,"Truck Drivers, Heavy and Tractor-Trailer",-1.149057,-1.1497999990414551
53-3033,"Truck Drivers, Light or Delivery Services",-1.120501,-1.1212255340947268
53-3041,Taxi Drivers and Chauffeurs,-0.6322603,-0.6326691267647063
53-4011,Locomotive Engineers,-0.4977403,-0.4980621431313583
53-4012,Locomotive Firers,-0.771071,-0.7715695848604064
53-4013,"Rail Yard Engineers, Dinkey Operators, and Hostlers",-0.8320907,-0.8326287415598697
53-4021,"Railroad Brake, Signal, and Switch Operators",-1.217647,-1.2184343508658033
53-4031,Railroad Conductors and Yardmasters,-0.4662731,-0.46657459573775667
53-4041,Subway and Streetcar Operators,-0.6155429,-0.6159409169208754
53-5011,Sailors and Marine Oilers,-1.150001,-1.1507446094529172
53-5021,"Captains, Mates, and Pilots of Water Vessels",-0.4281868,-0.42846366828641275
53-5022,Motorboat Operators,-0.8871186,-0.8876922238277667
53-5031,Ship Engineers,-0.5264951,-0.5268355366266021
53-6011,Bridge and Lock Tenders,-0.6322159,-0.6326246980546757
53-6021,Parking Lot Attendants,-0.8353891,-0.8359292743789021
53-6031,Service Station Attendants,-1.221489,-1.2222788351887244
53-6041,Traffic Technicians,0.3995872,0.39984558885089766
53-6051,Transportation Inspectors,-0.18376,-0.18387881646399515
53-6061,"Transportation Attendants, Except Flight Attendants",-0.3752249,-0.3754675219402114
53-7011,Conveyor Operators and Tenders,-0.7554432,-0.7559316795762462
53-7021,Crane and Tower Operators,-1.030619,-1.0312854143881212
53-7031,Dredge Operators,-1.016648,-1.0173053804278067
53-7032,Excavating and Loading Machine and Dragline Operators,-1.144356,-1.1450959592699685
53-7033,"Loading Machine Operators, Underground Mining",-1.262688,-1.2635044753813374
53-7041,Hoist and Winch Operators,-0.9781997,-0.9788322188991861
53-7051,Industrial Truck and Tractor Operators,-1.39869,-1.3995944173089512
53-7061,Cleaners of Vehicles and Equipment,-1.629897,-1.6309509209137347
53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",-1.709183,-1.7102881890103272
53-7063,Machine Feeders and Offbearers,-1.037413,-1.0380838075401058
53-7064,"Packers and Packagers, Hand",-1.51362,-1.514598733611216
53-7071,Gas Compressor and Gas Pumping Station Operators,-0.6909992,-0.6914460086480015
53-7072,"Pump Operators, Except Wellhead Pumpers",-0.8422927,-0.8428373384006921
53-7073,Wellhead Pumpers,-1.091197,-1.0919025854745095
53-7081,Refuse and Recyclable Material Collectors,-1.283373,-1.2842028507638517
53-7111,Shuttle Car Operators,-1.351998,-1.352872225219981
53-7121,"Tank Car, Truck, and Ship Loaders",-1.38776,-1.3886573497270862
